dataset,category,defect_type,image_path,generic_prompt,category_aware_prompt,manufacturing_aware_prompt,normal_prompt,manufacturing_processes,inspection_focus,possible_causes,material_or_surface,object_type
MVTecAD,screw,thread_side,datasets/MVTecAD/screw/test/thread_side/020.png,"a photo of an industrial defect: thread_side, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_side, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_side. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_side,datasets/MVTecAD/screw/test/thread_side/021.png,"a photo of an industrial defect: thread_side, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_side, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_side. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_side,datasets/MVTecAD/screw/test/thread_side/022.png,"a photo of an industrial defect: thread_side, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_side, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_side. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/000.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/001.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/002.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/003.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/004.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/005.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/006.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/007.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/008.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/009.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/010.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/011.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/012.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/013.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/014.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/015.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/016.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/017.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/018.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/019.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/020.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/021.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,thread_top,datasets/MVTecAD/screw/test/thread_top/022.png,"a photo of an industrial defect: thread_top, showing abnormal damage around threaded structure","a photo of a defective metal screw with thread_top, showing abnormal damage around threaded structure","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is thread_top. The visual evidence may include abnormal damage around threaded structure. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/000.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/001.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/002.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/003.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/004.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/005.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/006.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/007.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/008.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
MVTecAD,leather,color,datasets/MVTecAD/leather/test/color/009.png,"a photo of an industrial defect: color, showing a local abnormal color change or stain","a photo of a defective leather surface with color, showing a local abnormal color change or stain","a quality inspection image of a defective leather surface made of soft textured leather material. The defect type is color. The visual evidence may include a local abnormal color change or stain. The relevant manufacturing processes include cutting, pressing, dyeing, surface finishing. The inspection should focus on cut mark, color inconsistency, scratch, local surface damage. Possible manufacturing causes include cutting tool damage, uneven dyeing, surface abrasion, finishing process defect.",a normal quality inspection image of a defect-free leather surface with regular soft textured leather material and no visible defect,"cutting, pressing, dyeing, surface finishing","cut mark, color inconsistency, scratch, local surface damage","cutting tool damage, uneven dyeing, surface abrasion, finishing process defect",soft textured leather material,leather surface
