dataset,category,batch_idx,item_idx,image_path,mask_path,gt_label,pred_label,pred_score,x1,y1,x2,y2,area,mean_score,max_score,threshold,map_min,map_max,map_mean,candidate_rank,candidate_available,crop_path,crop_x1,crop_y1,crop_x2,crop_y2,image_width,image_height,error
MVTec AD 2,vial,8,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000363_004_shift_2.png,,False,False,0.3552137613296509,554,740,712,1230,38743,0.8241432309150696,0.9058823585510254,0.7843137383460999,0.0,1.0,0.21677657961845398,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000363_004_shift_2_cand2.png,496,682,770,1288,1400,1900,
MVTec AD 2,vial,8,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000363_004_shift_2.png,,False,False,0.3552137613296509,726,651,800,764,6140,0.8056556582450867,0.8313725590705872,0.7843137383460999,0.0,1.0,0.21677657961845398,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000363_004_shift_2_cand3.png,713,638,813,777,1400,1900,
MVTec AD 2,vial,8,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000364_004_shift_3.png,,False,False,0.35605818033218384,659,1259,839,1554,33914,0.8756367564201355,1.0,0.7843137383460999,0.0,1.0,0.182711660861969,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000364_004_shift_3_cand1.png,624,1224,874,1589,1400,1900,
MVTec AD 2,vial,8,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000364_004_shift_3.png,,False,False,0.35605818033218384,547,737,702,1231,42075,0.8449416756629944,0.9607843160629272,0.7843137383460999,0.0,1.0,0.182711660861969,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000364_004_shift_3_cand2.png,488,678,761,1290,1400,1900,
MVTec AD 2,vial,8,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000364_004_shift_3.png,,False,False,0.35605818033218384,723,633,797,751,6180,0.8015888929367065,0.8235294222831726,0.7843137383460999,0.0,1.0,0.182711660861969,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000364_004_shift_3_cand3.png,709,619,811,765,1400,1900,
MVTec AD 2,vial,8,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000365_004_shift_4.png,,False,False,0.35914725065231323,732,965,835,1188,16488,0.9155507683753967,1.0,0.8549019694328308,0.0,1.0,0.20532281696796417,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000365_004_shift_4_cand1.png,706,939,861,1214,1400,1900,
MVTec AD 2,vial,8,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000365_004_shift_4.png,,False,False,0.35914725065231323,676,1297,824,1531,21287,0.9125293493270874,0.9921568632125854,0.8549019694328308,0.0,1.0,0.20532281696796417,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000365_004_shift_4_cand2.png,648,1269,852,1559,1400,1900,
MVTec AD 2,vial,8,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000365_004_shift_4.png,,False,False,0.35914725065231323,557,940,660,1198,18834,0.9051553010940552,0.9882352948188782,0.8549019694328308,0.0,1.0,0.20532281696796417,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000365_004_shift_4_cand3.png,527,910,690,1228,1400,1900,
MVTec AD 2,vial,8,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000366_004_underexposed.png,,False,True,0.779852032661438,893,1418,1211,1775,70685,0.9172683954238892,1.0,0.8588235378265381,0.0,1.0,0.3510194420814514,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000366_004_underexposed_cand1.png,851,1376,1253,1817,1400,1900,
MVTec AD 2,vial,8,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000366_004_underexposed.png,,False,True,0.779852032661438,1256,785,1301,913,4390,0.8675715923309326,0.8784313797950745,0.8588235378265381,0.0,1.0,0.3510194420814514,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000366_004_underexposed_cand2.png,1241,770,1316,928,1400,1900,
MVTec AD 2,vial,8,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000366_004_underexposed.png,,False,True,0.779852032661438,1165,950,1241,1046,5457,0.8627976179122925,0.8705882430076599,0.8588235378265381,0.0,1.0,0.3510194420814514,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000366_004_underexposed_cand3.png,1154,939,1252,1057,1400,1900,
